engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
torchscript,1.11.0.dev20211003+cpu,cpu,int8,,,philschmid/MiniLM-L6-H384-uncased-sst2,1,2,1,16,2021-10-04 04:34:30.947950,100,402.31,2.49,0.00,2.52,2.53,2.75
torchscript,1.11.0.dev20211003+cpu,cpu,int8,,,philschmid/MiniLM-L6-H384-uncased-sst2,1,2,1,128,2021-10-04 04:34:33.658199,100,85.68,11.67,0.00,11.81,11.92,12.11
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
onnxruntime,1.10.0,cuda,fp32,True,True,philschmid/MiniLM-L6-H384-uncased-sst2,1,2,1,16,2021-10-04 05:30:04.821624,1000,1231.85,0.81,0.00,0.83,0.84,0.88
onnxruntime,1.10.0,cuda,fp32,True,True,philschmid/MiniLM-L6-H384-uncased-sst2,1,2,1,128,2021-10-04 05:30:05.648448,1000,1197.71,0.83,0.00,0.85,0.85,0.90
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
torchscript,1.11.0.dev20211003+cu111,cuda,fp32,,,philschmid/MiniLM-L6-H384-uncased-sst2,1,2,1,16,2021-10-04 05:30:19.976177,1000,322.43,3.10,0.00,3.12,3.14,3.33
torchscript,1.11.0.dev20211003+cu111,cuda,fp32,,,philschmid/MiniLM-L6-H384-uncased-sst2,1,2,1,128,2021-10-04 05:30:25.230227,1000,281.58,3.55,0.00,3.57,3.59,3.73
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
onnxruntime,1.10.0,cuda,fp16,True,True,philschmid/MiniLM-L6-H384-uncased-sst2,1,2,1,16,2021-10-04 05:30:55.521173,1000,1357.36,0.74,0.00,0.75,0.76,0.79
onnxruntime,1.10.0,cuda,fp16,True,True,philschmid/MiniLM-L6-H384-uncased-sst2,1,2,1,128,2021-10-04 05:30:56.270584,1000,1026.73,0.97,0.00,0.99,1.01,1.07
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
torchscript,1.11.0.dev20211003+cu111,cuda,fp16,,,philschmid/MiniLM-L6-H384-uncased-sst2,1,2,1,16,2021-10-04 05:31:10.413587,1000,360.63,2.77,0.00,2.80,2.83,2.96
torchscript,1.11.0.dev20211003+cu111,cuda,fp16,,,philschmid/MiniLM-L6-H384-uncased-sst2,1,2,1,128,2021-10-04 05:31:15.078604,1000,338.01,2.96,0.00,3.00,3.03,3.23
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
onnxruntime,1.10.0,cuda,fp32,True,True,microsoft/MiniLM-L12-H384-uncased,1,2,1,16,2021-10-05 06:12:35.849579,1000,846.56,1.18,0.00,1.27,1.34,1.59
onnxruntime,1.10.0,cuda,fp32,True,True,microsoft/MiniLM-L12-H384-uncased,1,2,1,128,2021-10-05 06:12:37.044826,1000,615.51,1.62,0.00,1.64,1.65,1.86
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
onnxruntime,1.10.0,cpu,fp32,True,True,microsoft/MiniLM-L12-H384-uncased,1,2,1,16,2021-10-05 06:14:02.389280,100,125.11,7.99,0.00,8.24,8.30,8.78
onnxruntime,1.10.0,cpu,fp32,True,True,microsoft/MiniLM-L12-H384-uncased,1,2,1,128,2021-10-05 06:14:03.200105,100,22.29,44.87,0.00,46.53,46.65,47.82
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
torchscript,1.11.0.dev20211003+cu111,cpu,fp32,,,microsoft/MiniLM-L12-H384-uncased,1,2,1,16,2021-10-05 06:14:14.120446,100,75.91,13.17,0.00,13.86,13.93,14.58
torchscript,1.11.0.dev20211003+cu111,cpu,fp32,,,microsoft/MiniLM-L12-H384-uncased,1,2,1,128,2021-10-05 06:14:21.541510,100,19.52,51.22,0.00,52.90,54.08,55.23
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
onnxruntime,1.10.0,cpu,int8,True,True,microsoft/MiniLM-L12-H384-uncased,1,2,1,16,2021-10-05 06:14:41.473194,100,182.00,5.49,0.00,5.82,5.95,6.12
onnxruntime,1.10.0,cpu,int8,True,True,microsoft/MiniLM-L12-H384-uncased,1,2,1,128,2021-10-05 06:14:42.031579,100,24.13,41.44,0.01,44.82,47.02,47.71
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
torchscript,1.11.0.dev20211003+cu111,cpu,int8,,,microsoft/MiniLM-L12-H384-uncased,1,2,1,16,2021-10-05 06:14:54.679325,100,147.13,6.80,0.00,7.12,7.37,8.59
torchscript,1.11.0.dev20211003+cu111,cpu,int8,,,microsoft/MiniLM-L12-H384-uncased,1,2,1,128,2021-10-05 06:15:02.571615,100,24.25,41.23,0.00,42.92,43.60,45.47
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
onnxruntime,1.10.0,cpu,fp32,True,True,bert-large-uncased,1,2,1,16,2021-10-05 06:18:34.056351,100,9.45,105.78,0.00,108.11,108.99,109.30
onnxruntime,1.10.0,cpu,fp32,True,True,bert-large-uncased,1,2,1,128,2021-10-05 06:18:44.743220,100,1.83,547.92,0.10,559.56,570.29,578.96
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
torchscript,1.11.0.dev20211003+cu111,cpu,fp32,,,bert-large-uncased,1,2,1,16,2021-10-05 06:20:10.589961,100,5.67,176.39,0.01,181.04,182.60,189.76
torchscript,1.11.0.dev20211003+cu111,cpu,fp32,,,bert-large-uncased,1,2,1,128,2021-10-05 06:21:21.849099,100,1.58,633.71,0.13,645.70,648.50,669.45
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
onnxruntime,1.10.0,cpu,fp32,True,True,microsoft/MiniLM-L12-H384-uncased,1,2,1,16,2021-10-05 06:21:37.840842,100,124.88,8.01,0.00,8.36,8.38,8.63
onnxruntime,1.10.0,cpu,fp32,True,True,microsoft/MiniLM-L12-H384-uncased,1,2,1,128,2021-10-05 06:21:38.653203,100,22.48,44.48,0.00,46.29,47.69,49.16
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
torchscript,1.11.0.dev20211003+cu111,cpu,fp32,,,microsoft/MiniLM-L12-H384-uncased,1,2,1,16,2021-10-05 06:21:49.417318,100,76.97,12.99,0.00,13.80,14.08,15.73
torchscript,1.11.0.dev20211003+cu111,cpu,fp32,,,microsoft/MiniLM-L12-H384-uncased,1,2,1,128,2021-10-05 06:21:56.896994,100,19.35,51.68,0.01,54.59,55.95,58.57
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
onnxruntime,1.10.0,cpu,int8,True,True,bert-large-uncased,1,2,1,16,2021-10-05 06:24:05.239337,100,14.65,68.26,0.01,72.23,73.16,76.34
onnxruntime,1.10.0,cpu,int8,True,True,bert-large-uncased,1,2,1,128,2021-10-05 06:24:12.135738,100,2.12,472.31,0.11,484.75,489.73,502.92
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
torchscript,1.11.0.dev20211003+cu111,cpu,int8,,,bert-large-uncased,1,2,1,16,2021-10-05 06:25:27.824158,100,18.34,54.54,0.00,57.09,59.17,61.63
torchscript,1.11.0.dev20211003+cu111,cpu,int8,,,bert-large-uncased,1,2,1,128,2021-10-05 06:26:18.327245,100,2.41,414.33,0.15,428.85,444.39,453.52
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
onnxruntime,1.10.0,cpu,int8,True,True,microsoft/MiniLM-L12-H384-uncased,1,2,1,16,2021-10-05 06:26:40.112340,100,168.96,5.92,0.00,6.20,6.31,6.51
onnxruntime,1.10.0,cpu,int8,True,True,microsoft/MiniLM-L12-H384-uncased,1,2,1,128,2021-10-05 06:26:40.713564,100,23.17,43.16,0.00,45.58,46.19,47.42
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
torchscript,1.11.0.dev20211003+cu111,cpu,int8,,,microsoft/MiniLM-L12-H384-uncased,1,2,1,16,2021-10-05 06:26:53.915002,100,127.43,7.85,0.00,8.05,8.08,8.15
torchscript,1.11.0.dev20211003+cu111,cpu,int8,,,microsoft/MiniLM-L12-H384-uncased,1,2,1,128,2021-10-05 06:27:01.869530,100,24.35,41.07,0.00,43.17,43.80,46.70
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
onnxruntime,1.10.0,cpu,fp32,True,True,microsoft/MiniLM-L12-H384-uncased,1,2,1,16,2021-10-05 23:05:21.913857,100,114.10,8.76,0.00,9.07,9.31,10.18
onnxruntime,1.10.0,cpu,fp32,True,True,microsoft/MiniLM-L12-H384-uncased,1,2,1,128,2021-10-05 23:05:22.805509,100,20.17,49.58,0.00,50.75,51.17,55.66
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
torchscript,1.11.0.dev20211003+cu111,cpu,fp32,,,microsoft/MiniLM-L12-H384-uncased,1,2,1,16,2021-10-05 23:05:34.701467,100,70.95,14.09,0.00,14.40,15.01,16.26
torchscript,1.11.0.dev20211003+cu111,cpu,fp32,,,microsoft/MiniLM-L12-H384-uncased,1,2,1,128,2021-10-05 23:05:43.042837,100,17.24,58.02,0.00,59.97,61.35,63.13
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
onnxruntime,1.10.0,cpu,fp32,True,True,microsoft/MiniLM-L12-H384-uncased,1,2,1,16,2021-10-05 23:09:49.882880,100,122.90,8.14,0.00,8.38,8.49,8.77
onnxruntime,1.10.0,cpu,fp32,True,True,microsoft/MiniLM-L12-H384-uncased,1,2,1,128,2021-10-05 23:09:50.709533,100,20.69,48.34,0.00,49.81,50.59,54.69
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
torchscript,1.11.0.dev20211003+cu111,cpu,fp32,,,microsoft/MiniLM-L12-H384-uncased,1,2,1,16,2021-10-05 23:10:04.007583,100,71.19,14.05,0.00,14.75,15.23,17.61
torchscript,1.11.0.dev20211003+cu111,cpu,fp32,,,microsoft/MiniLM-L12-H384-uncased,1,2,1,128,2021-10-05 23:10:12.404564,100,17.14,58.36,0.00,59.46,61.13,63.78
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
tensorflow,2.8.0-dev20211005,cpu,fp32,,,microsoft/MiniLM-L12-H384-uncased,1,2,1,16,2021-10-05 23:10:28.886317,100,44.46,22.49,0.00,25.37,26.07,26.85
tensorflow,2.8.0-dev20211005,cpu,fp32,,,microsoft/MiniLM-L12-H384-uncased,1,2,1,128,2021-10-05 23:10:39.513954,100,10.93,91.46,0.02,97.39,100.28,105.02
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
onnxruntime,1.10.0,cpu,fp32,True,True,microsoft/MiniLM-L12-H384-uncased,1,2,1,128,2021-10-05 23:12:52.513580,100,20.29,49.27,0.00,50.35,51.24,54.06
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
torchscript,1.11.0.dev20211003+cu111,cpu,fp32,,,microsoft/MiniLM-L12-H384-uncased,1,2,1,128,2021-10-05 23:13:10.888478,100,17.62,56.76,0.00,58.22,58.75,64.49
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
tensorflow,2.8.0-dev20211005,cpu,fp32,,,microsoft/MiniLM-L12-H384-uncased,1,2,1,128,2021-10-05 23:13:30.827603,100,10.72,93.29,0.01,96.71,100.44,102.02
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
onnxruntime,1.10.0,cuda,fp32,True,True,microsoft/MiniLM-L12-H384-uncased,1,2,1,128,2021-10-05 23:15:30.156163,1000,608.39,1.64,0.00,1.80,1.81,1.86
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
torchscript,1.11.0.dev20211003+cu111,cuda,fp32,,,microsoft/MiniLM-L12-H384-uncased,1,2,1,128,2021-10-05 23:15:52.719761,1000,175.79,5.69,0.00,5.92,6.00,6.41
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
tensorflow,2.8.0-dev20211005,cuda,fp32,,,microsoft/MiniLM-L12-H384-uncased,1,2,1,128,2021-10-05 23:16:15.848500,1000,127.84,7.82,0.00,8.24,8.44,8.85
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
onnxruntime,1.10.0,cuda,fp32,True,True,gpt2,1,2,1,128,2021-10-05 23:22:34.121060,1000,262.99,3.80,0.00,3.83,3.85,4.35
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
torchscript,1.11.0.dev20211003+cu111,cuda,fp32,,,gpt2,1,2,1,128,2021-10-05 23:23:00.527563,1000,198.88,5.03,0.00,5.23,5.32,5.79
engine,version,device,precision,optimizer,io_binding,model_name,inputs,threads,batch_size,sequence_length,datetime,test_times,QPS,average_latency_ms,latency_variance,latency_90_percentile,latency_95_percentile,latency_99_percentile
tensorflow,2.8.0-dev20211005,cuda,fp32,,,gpt2,1,2,1,128,2021-10-05 23:23:35.287606,1000,152.00,6.58,0.00,6.93,7.09,7.68
